titolo_corretto,numero,anno,link,titolo_originale,numero_e_anno_da_webpage
Cinema-teatro,19,1930,http://www.rivistecinema.it/catalogs/C5-101362,Cinema-teatro,N. 19 del 1930
Cinema-teatro,20,1930,http://www.rivistecinema.it/catalogs/C5-101363,Cinema-teatro,N. 20 del 1930
Cinema-teatro,21,1930,http://www.rivistecinema.it/catalogs/C5-101364,Cinema-teatro,N. 21 del 1930
Cinema-teatro,22,1930,http://www.rivistecinema.it/catalogs/C5-101365,Cinema-teatro,N. 22 del 1930
Cinema-teatro,23,1930,http://www.rivistecinema.it/catalogs/C5-101366,Cinema-teatro,N. 23 del 1930
Cinema-teatro,04-05,1930,http://www.rivistecinema.it/catalogs/C5-101367,Cinema-teatro,N. 4-5 del 1930
Cinematografia e proiezioni A. Ambrosio,46,non conosciuto,http://www.rivistecinema.it/catalogs/C5-101403,Cinematografia e proiezioni A. Ambrosio,N. 46
Cinematografo [Roma],14,1927,http://www.rivistecinema.it/catalogs/C5-101446,Cinematografo [Roma],N. 14 del 1927
Cinematografo [Roma],15,1927,http://www.rivistecinema.it/catalogs/C5-101447,Cinematografo [Roma],N. 15 del 1927
Cinematografo [Roma],16,1927,http://www.rivistecinema.it/catalogs/C5-101448,Cinematografo [Roma],N. 16 del 1927
Cinematografo [Roma],19,1927,http://www.rivistecinema.it/catalogs/C5-101449,Cinematografo [Roma],N. 19 del 1927
Cinematografo [Roma],20,1927,http://www.rivistecinema.it/catalogs/C5-101450,Cinematografo [Roma],N. 20 del 1927
Cinematografo [Roma],01,1928,http://www.rivistecinema.it/catalogs/C5-101451,Cinematografo [Roma],N. 01 del 1928
Cinematografo [Roma],02,1928,http://www.rivistecinema.it/catalogs/C5-101452,Cinematografo [Roma],N. 02 del 1928
Cinematografo [Roma],06,1928,http://www.rivistecinema.it/catalogs/C5-101453,Cinematografo [Roma],N. 06 del 1928
Cinematografo [Roma],08,1928,http://www.rivistecinema.it/catalogs/C5-101454,Cinematografo [Roma],N. 08 del 1928
Cinematografo [Roma],10,1928,http://www.rivistecinema.it/catalogs/C5-101455,Cinematografo [Roma],N. 10 del 1928
Cinematografo [Roma],12,1928,http://www.rivistecinema.it/catalogs/C5-101456,Cinematografo [Roma],N. 12 del 1928
Cinematografo [Roma],16,1928,http://www.rivistecinema.it/catalogs/C5-101457,Cinematografo [Roma],N. 16 del 1928
Cinematografo [Roma],18,1928,http://www.rivistecinema.it/catalogs/C5-101458,Cinematografo [Roma],N. 18 del 1928
Cinematografo [Roma],19,1928,http://www.rivistecinema.it/catalogs/C5-101459,Cinematografo [Roma],N. 19 del 1928
Cinematografo [Roma],20,1928,http://www.rivistecinema.it/catalogs/C5-101460,Cinematografo [Roma],N. 20 del 1928
Cinematografo [Roma],21,1928,http://www.rivistecinema.it/catalogs/C5-101461,Cinematografo [Roma],N. 21 del 1928
Cinematografo [Roma],22,1928,http://www.rivistecinema.it/catalogs/C5-101462,Cinematografo [Roma],N. 22 del 1928
Cinematografo [Roma],23,1928,http://www.rivistecinema.it/catalogs/C5-101463,Cinematografo [Roma],N. 23 del 1928
Cinematografo [Roma],24,1928,http://www.rivistecinema.it/catalogs/C5-101464,Cinematografo [Roma],N. 24 del 1928
Cinematografo [Roma],25,1928,http://www.rivistecinema.it/catalogs/C5-101465,Cinematografo [Roma],N. 25 del 1928
Cinematografo [Roma],01,1929,http://www.rivistecinema.it/catalogs/C5-101466,Cinematografo [Roma],N. 01 del 1929
Cinematografo [Roma],02,1929,http://www.rivistecinema.it/catalogs/C5-101467,Cinematografo [Roma],N. 02 del 1929
Cinematografo [Roma],03,1929,http://www.rivistecinema.it/catalogs/C5-101468,Cinematografo [Roma],N. 03 del 1929
Cinematografo [Roma],04,1929,http://www.rivistecinema.it/catalogs/C5-101469,Cinematografo [Roma],N. 04 del 1929
Cinematografo [Roma],05,1929,http://www.rivistecinema.it/catalogs/C5-101470,Cinematografo [Roma],N. 05 del 1929
Cinematografo [Roma],06,1929,http://www.rivistecinema.it/catalogs/C5-101471,Cinematografo [Roma],N. 06 del 1929
Cinematografo [Roma],07,1929,http://www.rivistecinema.it/catalogs/C5-101472,Cinematografo [Roma],N. 07 del 1929
Cinematografo [Roma],08,1929,http://www.rivistecinema.it/catalogs/C5-101473,Cinematografo [Roma],N. 08 del 1929
Cinematografo [Roma],09,1929,http://www.rivistecinema.it/catalogs/C5-101474,Cinematografo [Roma],N. 09 del 1929
Cinematografo [Roma],11,1929,http://www.rivistecinema.it/catalogs/C5-101475,Cinematografo [Roma],N. 11 del 1929
Cinematografo [Roma],12,1929,http://www.rivistecinema.it/catalogs/C5-101476,Cinematografo [Roma],N. 12 del 1929
Cinematografo [Roma],13,1929,http://www.rivistecinema.it/catalogs/C5-101477,Cinematografo [Roma],N. 13 del 1929
Cinematografo [Roma],14,1929,http://www.rivistecinema.it/catalogs/C5-101478,Cinematografo [Roma],N. 14 del 1929
Cinematografo [Roma],16,1929,http://www.rivistecinema.it/catalogs/C5-101479,Cinematografo [Roma],N. 16 del 1929
Cinematografo [Roma],17,1929,http://www.rivistecinema.it/catalogs/C5-101480,Cinematografo [Roma],N. 17 del 1929
Cinematografo [Roma],18,1929,http://www.rivistecinema.it/catalogs/C5-101481,Cinematografo [Roma],N. 18 del 1929
Cinematografo [Roma],19,1929,http://www.rivistecinema.it/catalogs/C5-101482,Cinematografo [Roma],N. 19 del 1929
Cinematografo [Roma],20,1929,http://www.rivistecinema.it/catalogs/C5-101483,Cinematografo [Roma],N. 20 del 1929
Cinematografo [Roma],21,1929,http://www.rivistecinema.it/catalogs/C5-101484,Cinematografo [Roma],N. 21 del 1929
Cinematografo [Roma],22,1929,http://www.rivistecinema.it/catalogs/C5-101485,Cinematografo [Roma],N. 22 del 1929
Cinematografo [Roma],01,1930,http://www.rivistecinema.it/catalogs/C5-101486,Cinematografo [Roma],N. 01 del 1930
Cinematografo [Roma],02,1930,http://www.rivistecinema.it/catalogs/C5-101487,Cinematografo [Roma],N. 02 del 1930
Cinematografo [Roma],03,1930,http://www.rivistecinema.it/catalogs/C5-101488,Cinematografo [Roma],N. 03 del 1930
Cinematografo [Roma],04,1930,http://www.rivistecinema.it/catalogs/C5-101489,Cinematografo [Roma],N. 04 del 1930
Cinematografo [Roma],07,1930,http://www.rivistecinema.it/catalogs/C5-101491,Cinematografo [Roma],N. 07 del 1930
Cinematografo [Roma],08,1930,http://www.rivistecinema.it/catalogs/C5-101492,Cinematografo [Roma],N. 08 del 1930
Cinematografo [Roma],09,1930,http://www.rivistecinema.it/catalogs/C5-101493,Cinematografo [Roma],N. 09 del 1930
Cinematografo [Roma],10,1930,http://www.rivistecinema.it/catalogs/C5-101494,Cinematografo [Roma],N. 10 del 1930
Cinematografo [Roma],11,1930,http://www.rivistecinema.it/catalogs/C5-101495,Cinematografo [Roma],N. 11 del 1930
Cinematografo [Roma],12,1930,http://www.rivistecinema.it/catalogs/C5-101496,Cinematografo [Roma],N. 12 del 1930
Cinematografo [Roma],05-06,1930,http://www.rivistecinema.it/catalogs/C5-101490,Cinematografo [Roma],N. 05-06 del 1930
Cinematografo [Roma],01,1931,http://www.rivistecinema.it/catalogs/C5-101497,Cinematografo [Roma],N. 01 del 1931
Cinematografo [Trieste],17,1924,http://www.rivistecinema.it/catalogs/C5-101498,Cinematografo [Trieste],N. 17 del 1924
Cine Mondo: rivista quindicinale illustrata di cinema,01,1927,http://www.rivistecinema.it/catalogs/C5-100440,Cine Mondo : rivista quindicinale illustrata di cinema,N. 1 del 1927
Cine Mondo: rivista quindicinale illustrata di cinema,02,1927,http://www.rivistecinema.it/catalogs/C5-100441,Cine Mondo : rivista quindicinale illustrata di cinema,N. 2 del 1927
Cine Mondo: rivista quindicinale illustrata di cinema,03,1927,http://www.rivistecinema.it/catalogs/C5-100442,Cine Mondo : rivista quindicinale illustrata di cinema,N. 3 del 1927
Cine Mondo: rivista quindicinale illustrata di cinema,04,1927,http://www.rivistecinema.it/catalogs/C5-100443,Cine Mondo : rivista quindicinale illustrata di cinema,N. 4 del 1927
Cine Mondo: rivista quindicinale illustrata di cinema,05,1927,http://www.rivistecinema.it/catalogs/C5-100444,Cine Mondo : rivista quindicinale illustrata di cinema,N. 5 del 1927
Cine Mondo: rivista quindicinale illustrata di cinema,06,1927,http://www.rivistecinema.it/catalogs/C5-100445,Cine Mondo : rivista quindicinale illustrata di cinema,N. 6 del 1927
Cine Mondo: rivista quindicinale illustrata di cinema,07,1928,http://www.rivistecinema.it/catalogs/C5-100446,Cine Mondo : rivista quindicinale illustrata di cinema,N. 7 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,08,1928,http://www.rivistecinema.it/catalogs/C5-100447,Cine Mondo : rivista quindicinale illustrata di cinema,N. 8 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,09,1928,http://www.rivistecinema.it/catalogs/C5-100448,Cine Mondo : rivista quindicinale illustrata di cinema,N. 9 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,10,1928,http://www.rivistecinema.it/catalogs/C5-100449,Cine Mondo : rivista quindicinale illustrata di cinema,N. 10 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,11,1928,http://www.rivistecinema.it/catalogs/C5-100450,Cine Mondo : rivista quindicinale illustrata di cinema,N. 11 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,12,1928,http://www.rivistecinema.it/catalogs/C5-100451,Cine Mondo : rivista quindicinale illustrata di cinema,N. 12 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,13,1928,http://www.rivistecinema.it/catalogs/C5-100452,Cine Mondo : rivista quindicinale illustrata di cinema,N. 13 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,14,1928,http://www.rivistecinema.it/catalogs/C5-100453,Cine Mondo : rivista quindicinale illustrata di cinema,N. 14 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,15,1928,http://www.rivistecinema.it/catalogs/C5-100454,Cine Mondo : rivista quindicinale illustrata di cinema,N. 15 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,16,1928,http://www.rivistecinema.it/catalogs/C5-100455,Cine Mondo : rivista quindicinale illustrata di cinema,N. 16 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,17,1928,http://www.rivistecinema.it/catalogs/C5-100456,Cine Mondo : rivista quindicinale illustrata di cinema,N. 17 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,18,1928,http://www.rivistecinema.it/catalogs/C5-100457,Cine Mondo : rivista quindicinale illustrata di cinema,N. 18 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,19,1928,http://www.rivistecinema.it/catalogs/C5-100458,Cine Mondo : rivista quindicinale illustrata di cinema,N. 19 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,20,1928,http://www.rivistecinema.it/catalogs/C5-100459,Cine Mondo : rivista quindicinale illustrata di cinema,N. 20 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,21,1928,http://www.rivistecinema.it/catalogs/C5-100460,Cine Mondo : rivista quindicinale illustrata di cinema,N. 21 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,22,1928,http://www.rivistecinema.it/catalogs/C5-100461,Cine Mondo : rivista quindicinale illustrata di cinema,N. 22 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,23,1928,http://www.rivistecinema.it/catalogs/C5-100462,Cine Mondo : rivista quindicinale illustrata di cinema,N. 23 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,24,1928,http://www.rivistecinema.it/catalogs/C5-100463,Cine Mondo : rivista quindicinale illustrata di cinema,N. 24 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,25,1928,http://www.rivistecinema.it/catalogs/C5-100464,Cine Mondo : rivista quindicinale illustrata di cinema,N. 25 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,26,1928,http://www.rivistecinema.it/catalogs/C5-100465,Cine Mondo : rivista quindicinale illustrata di cinema,N. 26 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,27,1928,http://www.rivistecinema.it/catalogs/C5-100466,Cine Mondo : rivista quindicinale illustrata di cinema,N. 27 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,28,1928,http://www.rivistecinema.it/catalogs/C5-100467,Cine Mondo : rivista quindicinale illustrata di cinema,N. 28 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,29,1928,http://www.rivistecinema.it/catalogs/C5-100468,Cine Mondo : rivista quindicinale illustrata di cinema,N. 29 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,30,1928,http://www.rivistecinema.it/catalogs/C5-100469,Cine Mondo : rivista quindicinale illustrata di cinema,N. 30 del 1928
Cine Mondo: rivista quindicinale illustrata di cinema,31,1929,http://www.rivistecinema.it/catalogs/C5-100470,Cine Mondo : rivista quindicinale illustrata di cinema,N. 31 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,32,1929,http://www.rivistecinema.it/catalogs/C5-100471,Cine Mondo : rivista quindicinale illustrata di cinema,N. 32 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,33,1929,http://www.rivistecinema.it/catalogs/C5-100472,Cine Mondo : rivista quindicinale illustrata di cinema,N. 33 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,34,1929,http://www.rivistecinema.it/catalogs/C5-100473,Cine Mondo : rivista quindicinale illustrata di cinema,N. 34 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,35,1929,http://www.rivistecinema.it/catalogs/C5-100474,Cine Mondo : rivista quindicinale illustrata di cinema,N. 35 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,36,1929,http://www.rivistecinema.it/catalogs/C5-100475,Cine Mondo : rivista quindicinale illustrata di cinema,N. 36 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,37,1929,http://www.rivistecinema.it/catalogs/C5-100476,Cine Mondo : rivista quindicinale illustrata di cinema,N. 37 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,38,1929,http://www.rivistecinema.it/catalogs/C5-100477,Cine Mondo : rivista quindicinale illustrata di cinema,N. 38 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,39,1929,http://www.rivistecinema.it/catalogs/C5-100478,Cine Mondo : rivista quindicinale illustrata di cinema,N. 39 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,40,1929,http://www.rivistecinema.it/catalogs/C5-100479,Cine Mondo : rivista quindicinale illustrata di cinema,N. 40 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,41,1929,http://www.rivistecinema.it/catalogs/C5-100480,Cine Mondo : rivista quindicinale illustrata di cinema,N. 41 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,42,1929,http://www.rivistecinema.it/catalogs/C5-100481,Cine Mondo : rivista quindicinale illustrata di cinema,N. 42 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,43,1929,http://www.rivistecinema.it/catalogs/C5-100482,Cine Mondo : rivista quindicinale illustrata di cinema,N. 43 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,44,1929,http://www.rivistecinema.it/catalogs/C5-100483,Cine Mondo : rivista quindicinale illustrata di cinema,N. 44 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,45,1929,http://www.rivistecinema.it/catalogs/C5-100484,Cine Mondo : rivista quindicinale illustrata di cinema,N. 45 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,46,1929,http://www.rivistecinema.it/catalogs/C5-100485,Cine Mondo : rivista quindicinale illustrata di cinema,N. 46 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,47,1929,http://www.rivistecinema.it/catalogs/C5-100486,Cine Mondo : rivista quindicinale illustrata di cinema,N. 47 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,48,1929,http://www.rivistecinema.it/catalogs/C5-100487,Cine Mondo : rivista quindicinale illustrata di cinema,N. 48 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,49,1929,http://www.rivistecinema.it/catalogs/C5-100488,Cine Mondo : rivista quindicinale illustrata di cinema,N. 49 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,50,1929,http://www.rivistecinema.it/catalogs/C5-100489,Cine Mondo : rivista quindicinale illustrata di cinema,N. 50 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,51,1929,http://www.rivistecinema.it/catalogs/C5-100490,Cine Mondo : rivista quindicinale illustrata di cinema,N. 51 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,52,1929,http://www.rivistecinema.it/catalogs/C5-100491,Cine Mondo : rivista quindicinale illustrata di cinema,N. 52 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,53,1929,http://www.rivistecinema.it/catalogs/C5-100492,Cine Mondo : rivista quindicinale illustrata di cinema,N. 53 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,54,1929,http://www.rivistecinema.it/catalogs/C5-100493,Cine Mondo : rivista quindicinale illustrata di cinema,N. 54 del 1929
Cine Mondo: rivista quindicinale illustrata di cinema,55,1930,http://www.rivistecinema.it/catalogs/C5-100494,Cine Mondo : rivista quindicinale illustrata di cinema,N. 55 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,56,1930,http://www.rivistecinema.it/catalogs/C5-100495,Cine Mondo : rivista quindicinale illustrata di cinema,N. 56 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,57,1930,http://www.rivistecinema.it/catalogs/C5-100496,Cine Mondo : rivista quindicinale illustrata di cinema,N. 57 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,58,1930,http://www.rivistecinema.it/catalogs/C5-100497,Cine Mondo : rivista quindicinale illustrata di cinema,N. 58 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,59,1930,http://www.rivistecinema.it/catalogs/C5-100498,Cine Mondo : rivista quindicinale illustrata di cinema,N. 59 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,60,1930,http://www.rivistecinema.it/catalogs/C5-100499,Cine Mondo : rivista quindicinale illustrata di cinema,N. 60 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,61,1930,http://www.rivistecinema.it/catalogs/C5-100500,Cine Mondo : rivista quindicinale illustrata di cinema,N. 61 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,62,1930,http://www.rivistecinema.it/catalogs/C5-100501,Cine Mondo : rivista quindicinale illustrata di cinema,N. 62 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,63,1930,http://www.rivistecinema.it/catalogs/C5-100502,Cine Mondo : rivista quindicinale illustrata di cinema,N. 63 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,64,1930,http://www.rivistecinema.it/catalogs/C5-100503,Cine Mondo : rivista quindicinale illustrata di cinema,N. 64 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,65,1930,http://www.rivistecinema.it/catalogs/C5-100504,Cine Mondo : rivista quindicinale illustrata di cinema,N. 65 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,66,1930,http://www.rivistecinema.it/catalogs/C5-100505,Cine Mondo : rivista quindicinale illustrata di cinema,N. 66 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,67,1930,http://www.rivistecinema.it/catalogs/C5-100506,Cine Mondo : rivista quindicinale illustrata di cinema,N. 67 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,68,1930,http://www.rivistecinema.it/catalogs/C5-100507,Cine Mondo : rivista quindicinale illustrata di cinema,N. 68 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,69,1930,http://www.rivistecinema.it/catalogs/C5-100508,Cine Mondo : rivista quindicinale illustrata di cinema,N. 69 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,70,1930,http://www.rivistecinema.it/catalogs/C5-100509,Cine Mondo : rivista quindicinale illustrata di cinema,N. 70 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,71,1930,http://www.rivistecinema.it/catalogs/C5-100510,Cine Mondo : rivista quindicinale illustrata di cinema,N. 71 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,73,1930,http://www.rivistecinema.it/catalogs/C5-100512,Cine Mondo : rivista quindicinale illustrata di cinema,N. 73 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,74,1930,http://www.rivistecinema.it/catalogs/C5-100513,Cine Mondo : rivista quindicinale illustrata di cinema,N. 74 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,75,1930,http://www.rivistecinema.it/catalogs/C5-100514,Cine Mondo : rivista quindicinale illustrata di cinema,N. 75 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,76,1930,http://www.rivistecinema.it/catalogs/C5-100515,Cine Mondo : rivista quindicinale illustrata di cinema,N. 76 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,77,1930,http://www.rivistecinema.it/catalogs/C5-100516,Cine Mondo : rivista quindicinale illustrata di cinema,N. 77 del 1930
Cine Mondo: rivista quindicinale illustrata di cinema,78,1930,http://www.rivistecinema.it/catalogs/C5-100517,Cine Mondo : rivista quindicinale illustrata di cinema,N. 78 del 1930
